Pool,Token 0,Token 1,Exchange,Reserve 0,Reserve 1,Quote,blockNumber
0x67E4423340b56C119749A570aFa460f031AC29d6,0x3E9BC21C9b189C09dF3eF1B824798658d5011937,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,sushiswapV2,4256674047124295336697594,62356949649,68.26302555023325,19538496.0
0x753F33c13Fe44d41A8Cc6aC202A6de6C53c58B6a,0x0acC0FEE1D86D2cD5AF372615bf59b298D50cd69,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,sushiswapV2,4658047682583541487419,108812142064846629877,42.80816087424854,19538496.0
0x3E04863DBa602713Bb5d0edbf7DB7C3A9A2B6027,0x55C08ca52497e2f1534B59E2917BF524D4765257,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,sushiswapV2,1114176351982220018135839,1827139467119456736627,609.7927235619044,19538496.0
0xAAF448d30F01b429FB6e7F9AF6A8FF66e694F312,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xE60779CC1b2c1d0580611c526a8DF0E3f870EC48,sushiswapV2,19168625543434214747,2608536998024224814199086,7.3484200369605795e-06,19538496.0
0x868d966d6D3d94b115e8B003C443c7A7B04A3359,0x6fB3e0A217407EFFf7Ca062D46c26E5d60a14d69,0xdAC17F958D2ee523a2206206994597C13D831ec7,sushiswapV2,811520339371092763030179,62980507585,12.885261972140276,19538496.0
0x0463a06fBc8bF28b3F120cd1BfC59483F099d332,0x269616D549D7e8Eaa82DFb17028d0B212D11232A,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,sushiswapV2,29813607254803668976,1365783321429811870133,0.021828943718241,19538496.0
0x31503dcb60119A812feE820bb7042752019F2355,0xc00e94Cb662C3520282E6f5717214004A7f26888,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,sushiswapV2,10040635839792924706186,226675968929501038376,44.29510497831239,19538496.0
0xa1181481bEb2dc5De0DaF2c85392d81C704BF75D,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xC18360217D8F7Ab5e7c516566761Ea12Ce7F9D72,sushiswapV2,59683371671399109589,9720267937381677800558,0.0061796929935648,19538505.0
0xB84C45174Bfc6b8F3EaeCBae11deE63114f5c1b2,0x3b484b82567a09e2588A13D54D032153f0c0aEe0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,sushiswapV2,1551383110738801935720864782344,19241084811364091402,82126736140.2661,19538574.0
0x458ae80894A0924Ac763C034977e330c565F1687,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xcAfE001067cDEF266AfB7Eb5A286dCFD277f3dE5,sushiswapV2,10392931409861753653,826852620359715289040251,1.2569267066409484e-05,19538496.0
0x05767d9EF41dC40689678fFca0608878fb3dE906,0x4e3FBD56CD56c3e72c1403e103b45Db9da5B9D2B,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,sushiswapV2,75178532989390164890575,88815600671101881174,846.4563930360398,19538496.0
0x18Cd890F4e23422DC4aa8C2D6E0Bd3F3bD8873d8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xF57e7e7C23978C3cAEC3C3548E3D615c346e79fF,sushiswapV2,55382800802675106006,66340538106340884514240,0.0008404295633582,19538568.0
0xA75F7c2F025f470355515482BdE9EFA8153536A8,0xBA11D00c5f74255f56a5E366F4F77f5A186d7f55,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,sushiswapV2,165066600743513725773111,103199116954291479650,1588.7064144890005,19538515.0
0xBa13afEcda9beB75De5c56BbAF696b880a5A50dD,0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,sushiswapV2,92188101735022180071,92424873414933204131,0.997438225542944,19538496.0
0x36e2FCCCc59e5747Ff63a03ea2e5C0c2C14911e7,0x8798249c2E607446EfB7Ad49eC89dD1865Ff4272,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,sushiswapV2,131933320159268094602888,93785866539640442552,1406.7505587689366,19538496.0
0x58Dc5a51fE44589BEb22E8CE67720B5BC5378009,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xD533a949740bb3306d119CC777fa900bA034cd52,sushiswapV2,55526826720475299252,279583534821884175489599,0.0001986054964068,19538496.0
0xF1e34D19F63B69EaA70952F2f64f735849959833,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xDA0c94c73D127eE191955FB46bACd7FF999b2bcd,sushiswapV2,56654544068,1019756131720919816683060,0.0555569535751561,19538496.0
